feature_index,importance
764,0.00030713258929599194
534,0.000305481775946713
689,0.0003042479572922922
405,0.0003041888799571878
352,0.00030312996876708344
524,0.0002995918123440441
74,0.0002985320254101443
430,0.00029851333738083224
133,0.0002945064362540962
588,0.00029209330583961746
462,0.00028625231232706956
466,0.0002853781857286299
156,0.0002839434147841323
162,0.00028372011923754914
620,0.0002806591481897948
628,0.00028059409965693673
464,0.00027961678078579653
111,0.00027932036802924884
454,0.0002774642487143288
163,0.00027684942140268414
662,0.0002763831270474232
124,0.00027455617903608817
681,0.0002744157544836215
622,0.0002743665183118726
197,0.0002741901351898973
323,0.0002739840787500514
81,0.0002728821828623886
565,0.0002701791504658809
305,0.0002695213219252611
545,0.0002691406889981906
429,0.0002676035573761389
733,0.0002647052232934602
540,0.00026423754667327583
46,0.0002622923400369471
264,0.000261451875949376
434,0.00026022255509275155
595,0.00025667972426998286
770,0.0002564079168416418
201,0.000254710483979492
71,0.0002509056925296604
685,0.00024990644380995004
276,0.0002482125557474236
604,0.00024286853758500655
126,0.00024227927642123868
607,0.00024219039230708394
573,0.000239276815890789
298,0.00023740593364473953
109,0.0002368766286882163
773,0.0002352742278723045
546,0.0002349463278274466
824,0.00023442587122742204
127,0.0002331502877689196
259,0.0002315915710034877
623,0.0002298764169233515
538,0.0002293383502973397
432,0.0002280021659835635
309,0.0002279125932786863
592,0.0002276844644402622
7,0.00022674510090997359
320,0.0002259783640944988
541,0.00022431607549983488
756,0.00022230484417462196
759,0.00022214940052248404
378,0.00022206275523419024
536,0.00022041589474738654
231,0.0002202899642674442
382,0.00021870513897799887
598,0.0002162192820542006
460,0.00021574518501752275
537,0.00021260905993918146
346,0.0002116874099991696
808,0.00021166952586146583
612,0.00021139901422779627
512,0.00021124422014758573
591,0.00021086497074638432
680,0.0002106919822540412
442,0.00021068135920823694
674,0.00021050266113971283
552,0.00021022929888311892
765,0.00021001848699479995
343,0.00020900546055829567
390,0.00020845963599045624
811,0.0002084541571019126
561,0.0002078564128554157
700,0.00020774202249491364
826,0.00020658447539625245
562,0.00020552343690431236
95,0.00020515849964475826
409,0.00020350434553758224
375,0.00020320828007503394
75,0.00020273775030161956
706,0.00020177628485793984
457,0.0002014151502556981
710,0.00019990500609103266
822,0.00019881472096242435
391,0.00019831723230647312
272,0.00019786792667037721
676,0.00019746495271054956
463,0.00019639843029794203
389,0.00019621447538881921
151,0.00019620570717730022
351,0.00019509489372535844
72,0.00019485418508305902
589,0.00019452613788287175
328,0.00019428899200307854
630,0.00019395091325979347
729,0.00019380037179746155
683,0.00019277011160011664
629,0.00019266903107189952
379,0.0001924135968113816
85,0.0001913847810754757
244,0.0001905294096321189
716,0.00019040513091962732
203,0.00018996488823602427
246,0.0001880238006079488
213,0.00018701146348603227
574,0.00018619723694956422
665,0.00018548274785485725
438,0.00018520677418382126
104,0.0001847768115863144
744,0.00018474319775300073
696,0.00018386593494783694
373,0.00018384229522407834
426,0.0001806986310684703
195,0.0001801401910771261
669,0.00017911248550290298
725,0.00017906740288690896
113,0.0001766210587868552
601,0.00017633687916654761
319,0.00017547032868588968
384,0.00017505952721745598
5,0.00017326011671273508
522,0.00017213366179709422
102,0.00017095865940619244
586,0.00017071443672881759
376,0.0001697260584642113
539,0.0001695329515445
206,0.00016884585414492107
87,0.00016708187081423257
312,0.00016607439629679865
223,0.00016597050638321827
209,0.00016554597774467766
525,0.00016497870964480142
704,0.00016493476485389454
220,0.00016406018497881856
738,0.00016376731985218878
772,0.0001633113104950082
818,0.00016301739730333962
625,0.0001624673916472317
47,0.00016246494663753973
275,0.0001624438148738054
532,0.0001619564359000697
781,0.0001615086781437422
753,0.00016104613853099684
569,0.00016041552188299978
3,0.0001592364462940204
98,0.0001591555917245268
99,0.0001584945787475434
563,0.00015784267722894848
331,0.00015763985256421253
103,0.0001562096048042543
556,0.00015593109635704232
27,0.00015592782297109927
668,0.00015522825862881323
619,0.00015480155898031365
232,0.0001541808581422779
450,0.00015370192337302535
217,0.00015358309965467099
742,0.0001517030423608328
215,0.00015045763508034294
672,0.00014896269864942365
583,0.0001478727442714063
590,0.00014705165309633766
211,0.00014697980624036106
308,0.00014645799455727438
664,0.00014523832013041998
675,0.0001438044070285965
449,0.0001414842639168244
580,0.00014147494323340753
638,0.0001412424589411235
332,0.0001405181126660518
235,0.00013964423464668323
776,0.00013953143000962166
350,0.0001389214708962821
268,0.00013888174230981698
361,0.0001388242964011523
815,0.00013815382631391892
587,0.00013793291034301422
108,0.00013726759522702327
131,0.00013691340411516284
714,0.00013688830950169705
670,0.00013646965394503106
711,0.00013617238282630784
238,0.00013578514105178015
667,0.00013428749794875083
631,0.00013300064173541316
823,0.00013276337073258413
568,0.0001319861141062206
388,0.0001311086104453729
677,0.00013095953615424783
241,0.00013015191471818247
557,0.0001298406614821678
690,0.0001296627914187683
189,0.00012934598618137458
803,0.000128771121652929
684,0.0001285938417973778
349,0.000127519931667394
221,0.00012672646210520495
335,0.00012648408314472464
833,0.00012636212838751417
707,0.00012629509220741063
159,0.00012603313194079187
721,0.00012492635164679532
9,0.00012364996378564586
779,0.00012349367833627953
582,0.00012304060784257978
4,0.00012290431503491587
79,0.00012125247522758729
132,0.0001211135693945225
107,0.00012107655054622897
832,0.00012053168991630958
819,0.00012030441446004685
578,0.00011962077972240076
778,0.00011962010282346309
720,0.00011795511391369921
555,0.0001175543167427225
816,0.00011536401728317464
80,0.00011442530536884047
584,0.0001138247603713959
813,0.00011334167208388739
199,0.00011179385702587893
600,0.00011051729751567872
748,0.00011042194940952682
614,0.00011011720889416149
585,0.00010928747708027174
21,0.00010916218716118036
627,0.00010851754164335033
686,0.00010772820786336387
529,0.00010742236623418824
703,0.00010704086714843803
219,0.0001066409986736778
606,0.00010495531541639404
564,0.00010460419816315734
249,0.00010374195623723343
247,0.00010287822088939568
558,0.00010286408058672357
333,0.00010249920779829202
368,0.00010214465244137686
1,0.00010166330090232876
741,0.0001013823898738392
553,0.0001013056989885268
243,0.00010103698423887126
802,0.00010066823322702953
542,0.00010025340406864142
240,9.95426215458261e-05
806,9.940744038196715e-05
428,9.92004477467127e-05
835,9.901030128725688e-05
743,9.899138763488512e-05
794,9.87937743577235e-05
39,9.829363512886424e-05
682,9.677336642677512e-05
632,9.622369684867495e-05
371,9.610716067843716e-05
226,9.604327905419866e-05
782,9.547255946905975e-05
571,9.530079658068135e-05
212,9.513554398079466e-05
431,9.454176667182486e-05
701,9.447811431403881e-05
